Address,Prices,Area,toFace,type,certificate,width,length,floors,road_front,Terrace,Parking
" Đường Sơn Thủy 2, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,6 tỷ ", 125 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,5m,,
" Đường Đa Mặn 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,79 tỷ ", 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,5m,,
" Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,5m,,
" Đường Hố Truông 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,75 tỷ ", 88 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,5m,,
" Đường Phạm Khiêm Ích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,6 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4,5m,,
" Đường Nguyễn Xiển, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,9 tỷ ", 129 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,2,7m,,
" Đuờng Hoàng Tích Trí, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,75 tỷ ", 56 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,1,3m,---,---
" Đường Sơn Thủy 12, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,7 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,5m,,
" Đường Nước Mặn 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,79 tỷ ", 95 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4,7m,,
" Đường Tú Quỳ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,55 tỷ ", 85 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2,5m,,---
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,069 tỷ ", 70 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,4,7m,,
" Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,095 tỷ ", 87 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,7m,,
" Đường Nguyễn Cơ Thạch, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 10,5 tỷ ", 130 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,6,"7,5m",,
" Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,05 tỷ ", 89 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,1,"1,5m",---,---
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 50 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,4,3m,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 60 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,4m,---,---
" Đường Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,4 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,"7,5m",,
" Đường Nguyễn Đức Trung, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 11,5 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,4,10m,,
" Đường Mân Quang 7, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 75 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3,"5,5m",---,---
" Đường Tân Lập 1, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 8,1 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,2,"5,5m",---,---
" Đường Sơn Thủy 4, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,97 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,15m,1,"5,5m",,
" Đường Phan Kế Bính, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 66 m2,Nam,Nhà mặt tiền,---,---,---,1,6m,---,
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 5,4 tỷ ", 79 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",---,1,6m,---,---
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 5,4 tỷ ", 79 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",---,1,6m,---,---
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,49 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2,"7,5m",,
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 64 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,68m",---,2,4m,,
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,1,6m,---,---
" Đường An Cư 1, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,7 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,2,"5,5m",---,---
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,"5,5m",,
" Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 125 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,"7,5m",,
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 83 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,5m,---,---
" Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,9 tỷ ", 58 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,2m,---,---
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,45 tỷ ", 55 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,4m,---,---
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,85 tỷ ", 62 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,3m,---,---
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,07 tỷ ", 43 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,5m,---,---
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 49 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,"2,5m",---,---
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 62 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1,5m,---,---
" Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,09 tỷ ", 67 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,5m,---,---
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,"5,5m",---,---
" Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 18,2 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,15m,---,---
" Đường Trần Văn Thành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,99 tỷ ", 78 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,6m,---,---
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 64 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,4m,---,---
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,3 tỷ ", 110 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,11m,---,---
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Bùi Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,45 tỷ ", 56 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,4m,---,---
" Đường Tôn Quang Phiệt, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"7,5m",---,---
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,"5,5m",---,---
" Đường Trần Nhân Tông, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 96 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,10m,---,---
" Đường An Nhơn 8, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,7 tỷ ", 86 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,4m,---,---
" Đường Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 66 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,4m,---,
" Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 27,7 tỷ ", 188 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,30m,---,---
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 9,5 tỷ ", 114 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,10m,---,
" Đường Phước Trường 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,6 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 17 tỷ , 93 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,10m,---,---
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 15,5 tỷ ", 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,24m,---,---
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 6,9 tỷ ", 42 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,30m,---,---
" Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,55 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Phạm Ngọc Thạch, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 60 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Tùng Thiện Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,1 tỷ ", 95 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"7,5m",---,---
" Đường An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,9 tỷ ", 67 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1,"5,5m",---,---
" Đường Mai Dị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,3 tỷ ", 77 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,"5,5m",---,---
" Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 53 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường An Trung Đông 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 50 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,"5,5m",---,---
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 11 tỷ , 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,45m,---,---
" Đường Ngô Trí Hòa, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,7 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 6 tỷ , 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,49 tỷ ", 72 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"7,5m",---,---
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 17 tỷ , 125 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,30m,---,---
" Đường Lý Đạo Thành, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"7,5m",---,---
" Đường Mỹ Khê, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 9,5 tỷ ", 94 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,"5,5m",---,---
" Đường Sơn Thủy 2, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 115 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,"5,5m",---,---
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,5 tỷ ", 99 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2,30m,---,---
" Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 50 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,3m,---,---
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 55 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,"2,5m",---,---
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 71 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,"2,5m",---,---
" Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,05 tỷ ", 62 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,"2,5m",---,---
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 50 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,"3,5m",---,---
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,9 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,"16,5m",1,4m,,
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,3,3m,,---
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 71 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"14,3m",2,4m,,
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 2,57 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m","12,4m",2,3m,,
" Đường Hải Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"13,8m",2,"3,5m",,
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,15 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,2,"3,5m",,
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,45 tỷ ", 67 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"13,5m",2,"4,5m",,
" Đường Thanh Long, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,08 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"13,8m",2,"3,5m",,
" Đường Lê Hữu Trác, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 4 tỷ , 117 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"23,5m",2,4m,,---
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,2,"4,5m",,
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 67 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"13,5m",2,"4,5m",,---
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 67 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"13,5m",2,4m,,
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,8m","13,5m",2,"4,5m",,
" Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,95 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"11,2m",4,"4,5m",,---
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 3,98 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3,4m,,---
" Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,16 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"11,2m",3,"3,7m",,---
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m","11,7m",4,4m,,
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,42 tỷ ", 64 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m","13,5m",2,4m,,---
" Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 3 tỷ , 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","13,5m",3,3m,,
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 57 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","13,2m",3,4m,,
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 57 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","13,2m",3,4m,,
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 2,6 tỷ ", 48 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,4m,,
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"10,5m",3,4m,,
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,95 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","12,5m",4,4m,,
" Đường Đào Tấn, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng", 4 tỷ , 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,3,4m,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 4 tỷ , 58 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"11,5m",3,4m,,
" Đường Lê Đình Lý, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",2,6m,,
" Đường Lê Độ, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 2,2 tỷ ", 46 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",11m,2,3m,,---
" Đường Đống Đa, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 2,85 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m","14,5m",2,4m,,
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"13,5m",3,6m,,
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,85 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2,4m,,
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,2 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2,5m,,
" Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,43 tỷ ", 96 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,3m,,
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2,4m,,
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,8 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",12m,2,"3,5m",,
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",11m,3,5m,,
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,45 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,2,3m,,
" Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,35 tỷ ", 57 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"11,5m",2,3m,,
" Đường Lê Duẩn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,75 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",18m,2,4m,,
" Đường Mai Am, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 2,3 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",11m,2,3m,,
" Đường Phan Bá Phiến, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,65 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",19m,2,4m,,
" Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,4 tỷ ", 36 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,9m,3,3m,,
" Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,55 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"10,5m",2,3m,,
" Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,39 tỷ ", 76 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,19m,2,4m,,
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,395 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2,4m,,
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,05 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,4m,,
