Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,25 tỷ ", 185 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,31m,2
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,35 tỷ ", 185 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,30m,2
" Đường Bình Than, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,5 tỷ ", 72 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,1
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,18 tỷ ", 63 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",18m,3
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,25 tỷ ", 185 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,31m,2
" Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,2 tỷ ", 108 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,45 tỷ ", 135 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,27m,3
" Đường Phan Thanh, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 67 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",13m,2
" Đường Nguyễn Văn Côn, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 4,95 tỷ ", 45 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3
" Đường Hóa Quê Trung, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 120 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,4
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,15 tỷ ", 94 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường Lê Độ, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 100 m2,_,Nhà trong hẻm,---,"5,5m",---,2
" Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 2,85 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",---,2
" Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,2
" Đường 2/9, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Đào Duy Từ, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Đỗ Quang, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Hóa Mỹ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Yên Khê 2, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 50 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Mẹ Nhu, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,3 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hồ Biểu Chánh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,---
" Đường Lê Cơ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 2,5 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,---,2
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,32 tỷ ", 97 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m",---,2
" Đường Cù Chính Lan, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,2 tỷ ", 86 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường An Thượng 18, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,55 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,9 tỷ ", 50 m2,_,Nhà trong hẻm,---,5m,10m,2
" Đường Trưng Nhị, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,29 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m",11m,2
" Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",---,2
" Đường Trường Chinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,03 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,58 tỷ ", 44 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Bằng Lăng 1, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Lý Tự Trọng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 12,8 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 34 tỷ , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 14 tỷ , 200 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,3
" Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 39 tỷ , 125 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Hoàng Xuân Hãn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 10,4 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,---
" Đường Lê Duẩn, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 21 tỷ , 72 m2,_,Nhà mặt tiền,---,"5,2m",---,3
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", Thỏa thuận, 225 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,25m,2
" Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 20,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Võ Thị Sáu, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 52 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Quảng Chí, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 10 tỷ , 133 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Trần Bạch Đằng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 45 tỷ , 280 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,---,4
" Đường Bạch Đằng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 80 tỷ , 170 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,24m,2
" Đường Đặng Nguyên Cẩn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 15 tỷ , 214 m2,Đông,Nhà mặt tiền,---,10m,---,3
" Đường Lê Lợi, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 51 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",---,2
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,55 tỷ ", 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,35 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 8,5 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 190 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,3
" Đường Thanh Vinh 10, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 2,45 tỷ ", 170 m2,_,Nhà mặt tiền,---,7m,---,1
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 23 tỷ , 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,---,3
" Đường Lạc Long Quân, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 5,3 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 24 tỷ , 320 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoàng Đạo Thúy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,1
" Đường Lạc Long Quân, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 5,3 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 5 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,3
" Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 7,6 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,---,---
" Đường Trường Chinh, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,---,4
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Tố Hữu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,7 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hòa Mỹ 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 4 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 180 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",---,---
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 32 tỷ , 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,---,4
" Đường Lương Nhữ Hộc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,4 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,---
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,8 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,2
" Đường Hoàng Đạo Thúy, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Đăng Đạo, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hương Hải Thiền Sư, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,1 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,---
" Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,6 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Võ Duy Ninh, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng", 10 tỷ , 170 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,---,2
" Đường Hồ Sĩ Tân, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 7,4 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,25m,3
" Đường Mẹ Nhu, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 5,8 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Nại Nghĩa 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,95 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,---
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 29 tỷ , 320 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,---,2
" Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,---,2
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,95 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,---,1
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 7 tỷ , 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 8,2 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,---,3
" Đường Dương Quảng Hàm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Ngô Thì Sĩ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,9 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 14,5 tỷ ", 275 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,---
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,45 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,2m",---,3
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,55 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,5 tỷ ", 140 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,2
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,2 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,1
" Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 4,25 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 12 tỷ , 165 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,10m,"16,5m",2
" Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,99 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,15m,2
" Đường Nguyễn Lữ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 28,7 tỷ ", 270 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,18m,3
" Đường Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,5
" Đường An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,5 tỷ ", 40 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,10m,2
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,5
" Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 8 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,4
" Đường Phước Mỹ 1, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 20 tỷ , 220 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,22m,2
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 16,9 tỷ ", 122 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,12m,3
" Đường Bằng Lăng 1, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 10,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 17 tỷ , 77 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,4
" Đường Mạc Đăng Doanh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,200m,3
" Đường Nguyễn Thông, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 9,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,50m,200m,3
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,3 tỷ ", 116 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,"11,6m",2
" Đường Nguyễn Hàng Chi, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"," 3,45 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2
" Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 24 tỷ , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,5
" Đường An Thượng 21, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 12,5 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,18m,2
" Đường An Thượng 32, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 15,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,5
" Đường Trương Định, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,7 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,13m,15m,3
" Đường Cao Bá Quát, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 11,3 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,16m,3
" Đường An Thượng 32, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,7
" Đường Nại Tú 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 53 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,4
" Đường An Thượng 37, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,5 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,5
" Đà Nẵng Đường Diên Hồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 18 tỷ , 200 m2,_,Nhà mặt tiền,---,10m,20m,7
" Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 13 tỷ , 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,9
" Đường Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 9,2 tỷ ", 180 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,18m,2
" Đường An Trung 8, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 4 tỷ , 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",11m,2
" Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 17,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,4
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,8 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,5m",2
" Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 8,1 tỷ ", 110 m2,_,Nhà mặt tiền,---,9m,12m,3
" Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",21m,2
" Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,3
" Đường Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 3,55 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Vũ Tông Phan, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,7 tỷ ", 113 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,14m,2
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,12m,3
